Sentence,Noun,Pronoun
The UN is the direct heir to the League of Nations.,['heir'],[]
Shells are raining down onto the city.,"['Shells', 'city']",[]
A jeep came to get the general.,"['jeep', 'general']",[]
A plane has been shot down by the anti-aircraft canons.,"['plane', 'canons']",[]
Rebellion is growling in the big cities.,"['Rebellion', 'cities']",[]
The alliance between the two countries.,"['alliance', 'countries']",[]
The surrender has been agreed to unconditionally.,['surrender'],[]
The surrender of the batallion prevented pointless deaths.,"['surrender', 'batallion', 'deaths']",[]
The invasion of the country only lasted for a few weeks.,"['invasion', 'country', 'weeks']",[]
The landing happened at night.,"['landing', 'night']",[]
Parachuting ammunitions is a delicate operation.,"['Parachuting', 'ammunitions', 'operation']",[]
The government has been overthrown by a coup d'etat.,['government'],[]
We could hear the bombing from a long distance.,"['bombing', 'distance']",['We']
The intervention in Iraq was not supported by the UN.,['intervention'],[]
The blockade has been deemed illegal by the international community.,"['blockade', 'community']",[]
The rebels took control of the town.,"['rebels', 'control', 'town']",[]
An enemy fleet is approaching.,"['enemy', 'fleet']",[]
Soldiers are wearing camouflage.,"['Soldiers', 'camouflage']",[]
Civilians have been the victims of the attack.,"['Civilians', 'victims', 'attack']",[]
He has been hit by the explosion of a grenade.,"['explosion', 'grenade']",['He']
Prisoners of war have been freed.,"['Prisoners', 'war']",[]
A patrol detected the presence of ennemy troups.,"['patrol', 'presence', 'ennemy']",[]
The farmer jumped on a mine.,"['farmer', 'mine']",[]
A minefield prevented the troops from arriving.,"['minefield', 'troops']",[]
Propaganda had a disastrous effect on the population's morale.,"['effect', 'population', 'morale']",[]
The surveilance of the population is getting more and more important.,"['surveilance', 'population']",[]
The morale of the troops is at rock-bottom.,"['morale', 'troops', 'rock']",[]
Trenches have been dug.,['Trenches'],[]
he has no weapons.,['weapons'],['he']
It is one of the most famous battles of the war.,"['battles', 'war']",['It']
We can detect their bases thanks to a satellite.,"['bases', 'thanks', 'satellite']","['We', 'their']"
Combats started again yesterday.,"['Combats', 'yesterday']",[]
The generals have been accused of war crimes.,"['generals', 'war', 'crimes']",[]
The spoil of war has been divided between the pirates.,"['spoil', 'war', 'pirates']",[]
It is his last cartridge.,['cartridge'],"['It', 'his']"
He took a bullet to the leg.,"['bullet', 'leg']",['He']
The wall is riddled with bullet holes.,"['wall', 'bullet', 'holes']",[]
Recruits are often humiliated.,['Recruits'],[]
Conscription concerns every person of age.,"['Conscription', 'person', 'age']",[]
The enemy is on sight.,"['enemy', 'sight']",[]
The hospital porter helps with carrying the wounded.,"['hospital', 'porter']",[]
The ambulance went hurtling by.,['ambulance'],[]
The wounded has been put on the stretcher.,['stretcher'],[]
He has been sued for treason.,['treason'],['He']
The traitor has been put in jail.,"['traitor', 'jail']",[]
A cease fire has been declared.,"['cease', 'fire']",[]
The crushing of enemy positions lasted the entire night.,"['crushing', 'enemy', 'positions']",[]
A four-day truce has been decided.,"['day', 'truce']",[]
The fortifications have been reinforced during the night.,"['fortifications', 'night']",[]
The range of this missile is of a hundred kilometers.,"['range', 'missile', 'kilometers']",[]
The ship has been hit by a torpedo.,"['ship', 'torpedo']",[]
The aircraft carrier has been torpedoed.,"['aircraft', 'carrier']",[]
The destroyer sank after having been hit by an air raid.,"['destroyer', 'air', 'raid']",[]
The enemy troops retreated.,"['enemy', 'troops']",[]
Ambushes are regularly set up to cut the supplying lines.,"['Ambushes', 'lines']",[]
Vital pieces of information have been collected by the intelligence services.,"['pieces', 'information', 'intelligence']",[]
Talks are in progress.,"['Talks', 'progress']",[]
The offensive began at dawn.,"['offensive', 'dawn']",[]
Soldiers have deserted in order not to have to shoot on the crowd again.,"['Soldiers', 'order', 'crowd']",[]
There are more and more desertions.,['desertions'],['There']
The families of desertes are consistently attacked.,"['families', 'desertes']",[]
The arms race has ruined Russia.,"['arms', 'race']",[]
Borders are not clearly set up.,['Borders'],[]
A rocket fell near our position.,"['rocket', 'position']",['our']
The peace process should last a few decades more.,"['peace', 'process', 'decades']",[]
No peace agreement has been made yet.,"['peace', 'agreement']",[]
The army refused to shoot on the crowd.,"['army', 'crowd']",[]
The pigeon picks at grains.,"['pigeon', 'grains']",[]
The buffaloes got bogged down in the ricefield.,"['buffaloes', 'ricefield']",[]
Bats hunt using ultrasonic sounds.,"['Bats', 'hunt', 'sounds']",[]
There are less than ten rhinos on the loose left.,"['rhinos', 'left']",['There']
"Tritons, frogs and toads are amphibians.","['Tritons', 'frogs', 'toads']",[]
He catches birds thanks to his nest.,"['birds', 'thanks', 'nest']","['He', 'his']"
The snake rolls itself around the branch.,"['snake', 'branch']",['itself']
Frog legs are very appreciated in this country.,"['Frog', 'legs', 'country']",[]
The skin of toads contains venom.,"['skin', 'toads', 'venom']",[]
Dolphins are mammals.,"['Dolphins', 'mammals']",[]
A whale got beached on the shore.,"['whale', 'shore']",[]
Dolphins are social animals.,"['Dolphins', 'animals']",[]
The lion roars in the savannah.,['lion'],[]
The tusks of elephants are made of ivory.,"['tusks', 'elephants', 'ivory']",[]
The giraffe can eat high leaves thanks to its long neck.,"['giraffe', 'leaves', 'thanks']",['its']
The crocodile has been still for hours.,"['crocodile', 'hours']",[]
The sparrow flew off.,['sparrow'],[]
"Snakes, tortoises and crocodiles are reptiles.","['Snakes', 'tortoises', 'crocodiles']",[]
The blackbird ate all the grains.,"['blackbird', 'grains']",[]
Sharks existed before dinosaurs.,"['Sharks', 'dinosaurs']",[]
He squashed an insect unintentionally.,['insect'],['He']
Ants are forming complex societies.,"['Ants', 'societies']",[]
Termites live in colonnies.,"['Termites', 'colonnies']",[]
He is writing a thesis on the memory of flies.,"['thesis', 'memory', 'flies']",['He']
I swated a mosquito.,['mosquito'],['I']
The zebra is peacefully grazing.,['zebra'],[]
A beetle splat on the pane.,"['beetle', 'splat', 'pane']",[]
Jellyfish are essentially composed of water.,['water'],[]
The dog is full of ticks.,"['dog', 'ticks']",[]
The monkeys entered the house to steal food.,"['monkeys', 'house', 'food']",[]
"There are mice in the house, I have put swatters here and there.","['mice', 'house', 'swatters']","['There', 'I']"
The rats ate the flour reserves.,"['rats', 'flour', 'reserves']",[]
Bees are threatend by the intensive use of pesticides.,"['Bees', 'use', 'pesticides']",[]
She got stung by a wasp.,['wasp'],['She']
The worm is digging a gallery.,"['worm', 'gallery']",[]
The butterfly got eaten by a bird.,"['butterfly', 'bird']",[]
Caterpillars transform into butterflies.,"['Caterpillars', 'butterflies']",[]
"Generally speaking, grasshoppers are green.",['grasshoppers'],[]
This dog is full of fleas.,"['dog', 'fleas']",[]
Spiders have got eight legs.,"['Spiders', 'legs']",[]
Cockroaches are resistant to nuclear radiation.,"['Cockroaches', 'radiation']",[]
Dragonflies larvas live in the water.,"['Dragonflies', 'water']",[]
Walruses live on the icefield.,['Walruses'],[]
There are only a few tigers left in this forest.,"['tigers', 'forest']",['There']
Wolves hunt in packs.,"['Wolves', 'hunt', 'packs']",[]
"Generally speaking, foxes' dens have two exits.","['foxes', 'dens', 'exits']",[]
Bears are almost extinct in France.,['Bears'],[]
Vultures are flying around the carcass.,"['Vultures', 'carcass']",[]
She has a coat made of seal skin.,"['coat', 'seal', 'skin']",['She']
The eagle feeds its eaglets.,"['eagle', 'eaglets']",['its']
The doctor hired a company secretary.,"['doctor', 'company', 'secretary']",[]
He arrives at his office around nine.,['office'],"['He', 'his']"
His work schedule is light.,"['work', 'schedule']",['His']
He cannot stand his boss anymore.,['boss'],"['He', 'his']"
I like working at night better.,['night'],['I']
His salary has not been raised in five years.,"['salary', 'years']",['His']
I am working overtime to pay my bills.,"['overtime', 'bills']","['I', 'my']"
Unions did not come to an agreement with the employers.,"['Unions', 'agreement', 'employers']",[]
He resumed his studies last year.,"['studies', 'year']","['He', 'his']"
I have done my bachelor degree in five years.,"['bachelor', 'degree', 'years']","['I', 'my']"
He finally got his master's degree.,"['master', 'degree']","['He', 'his']"
He does not managed to find a job even if he has a PhD.,"['job', 'PhD.']","['He', 'he']"
Engineers have only little technical proficiency when they graduate.,"['Engineers', 'proficiency']",['they']
The workers are on strike.,"['workers', 'strike']",[]
The manager puts pressure on the employees.,"['manager', 'pressure', 'employees']",[]
He is a bus driver.,"['bus', 'driver']",['He']
Artists have a hard time earning money in this country.,"['Artists', 'time', 'money']",[]
He is a post office employee.,"['post', 'office', 'employee']",['He']
The director of the agency left.,"['director', 'agency']",[]
The government tries to lower the number of civil servants.,"['government', 'number', 'servants']",[]
The nearest doctor is twenty kilometers away.,"['doctor', 'kilometers']",[]
The nurse should come by to perform an injection soon.,"['nurse', 'injection']",[]
"As a lawyer, he has to go to the tribunal several times a week.","['lawyer', 'tribunal', 'times']",['he']
This salesperson harasses customers.,"['salesperson', 'customers']",[]
He is a cashier in a supermarket.,"['cashier', 'supermarket']",['He']
Students have a discount on a selection of items.,"['Students', 'discount', 'selection']",[]
He is studying economy.,['economy'],['He']
It has been months since he took some holidays.,"['months', 'holidays']","['It', 'he']"
The general strike has begun.,['strike'],[]
The CEO of this company has quit.,"['CEO', 'company']",[]
Shareholders will decide on the fate of the company.,"['Shareholders', 'fate', 'company']",[]
The administration wants new papers.,"['administration', 'papers']",[]
There are a lot of young employees in this company.,"['lot', 'employees', 'company']",['There']
There was a wave of layoffs last month.,"['wave', 'layoffs', 'month']",['There']
He has been looking for a job for a month.,"['job', 'month']",['He']
Unemployment especially hits young people.,"['Unemployment', 'people']",[]
The company had to dismiss part of its workforce.,"['company', 'part', 'workforce']",['its']
He has been unemployed for a long time.,['time'],['He']
He suffers a lot from stress at work.,"['lot', 'stress', 'work']",['He']
She left her job because of the neverending harrasment of her boss.,"['job', 'neverending', 'harrasment']","['She', 'her', 'her']"
A craftsman lives on his work only.,"['craftsman', 'work']",['his']
